icao,ident,lat,lon,heading_true_deg,length_ft,width_ft,displaced_threshold_ft,elevation_ft,surface
PAAT,02,52.82080078,173.1759949,18,5998,150,,26,ASPH-F
PAAT,20,52.83589935,173.1840057,198,5998,150,,40,ASPH-F
PABA,07,70.13430023,-143.6009979,93,4500,100,,2,GRAVEL-P
PABA,25,70.13369751,-143.5630035,273,4500,100,,,GRAVEL-P
PABE,01L,60.77180099487305,-161.843994140625,23,6400,150,,125,ASPH-F
PABE,19R,60.78779983520508,-161.82899475097656,203,6400,150,,100,ASPH-F
PABE,01R,60.770999908447266,-161.83999633789062,23,4000,75,,117,ASPH-G
PABE,19L,60.78099822998047,-161.83099365234375,203,4000,75,,112,ASPH-G
PABE,12,60.78129959,-161.8480072,128,1858,75,,123,GRVL-G
PABE,30,60.77809906,-161.8399963,308,1858,75,,124,GRVL-G
PABI,01,63.98640060424805,-145.73500061035156,30,9000,150,,1291,ASPH-G
PABI,19,64.00769805908203,-145.70700073242188,210,9000,150,,1225,ASPH-G
PABI,07,63.99150085,-145.7330017,92,4057,88,,1272,ASPH-G
PABI,25,63.99100113,-145.7039948,272,4057,88,,1262,ASPH-G
PABI,10,63.999698638916016,-145.73500061035156,125,6115,150,,1254,ASPH-G
PABI,28,63.99020004272461,-145.70399475097656,305,6115,150,,1262,ASPH-G
PABL,11,65.98390197753906,-161.1580047607422,122,3200,75,,29,GRVL-G
PABL,29,65.97930145263672,-161.13999938964844,302,3200,75,,31,GRVL-G
PABM,07,59.361698150634766,-155.26800537109375,91,4200,145,,,GVL
PABM,25,59.36159896850586,-155.24600219726562,271,4200,145,,,GVL
PABR,08,71.28486633300781,-156.7987823486328,90,7100,150,,49,ASP
PABR,26,71.28488159179688,-156.73837280273438,270,7100,150,,37,ASP
PABT,01,66.90789794921875,-151.53900146484375,32.3,5190,150,,631,GVL
PABT,19,66.9198989868164,-151.5189971923828,212.3,5190,150,,643,GVL
PABV,02L,61.4118,-149.516006,39,4012,100,,96,ASP
PABV,20R,61.4202,-149.501999,219,4012,100,,81,ASP
PABV,02R,61.4109,-149.511993,24,1802,50,,,GRV
PABV,20L,61.416401,-149.507004,204,1802,50,,,GRV
PACD,08,55.199001,-162.727005,95,4900,150,,93,ASP
PACD,26,55.1978,-162.703003,275,4900,150,,96,ASP
PACD,15,55.222401,-162.738007,158,10179,150,,69,ASP
PACD,33,55.1959,-162.720001,338,10179,150,,89,ASP
PACI,04,66.6418,-143.751007,53,4000,75,,524,GRVL-G
PACI,22,66.6483,-143.729004,233,4000,75,,544,GRVL-G
PACL,01,64.29669952,-149.1269989,34,3997,100,,552,ASP
PACL,19,64.30580139,-149.1130066,214,3997,100,,536,ASP
PACM,11,61.846199,-165.582001,113,3001,75,,14,DIRT
PACM,29,61.842899,-165.565994,293,3001,75,,14,DIRT
PACV,09,60.496700286865234,-145.4969940185547,114.2,7500,150,,36,ASP
PACV,27,60.48830032348633,-145.45899963378906,294.2,7500,150,,37,ASP
PACV,16,60.49150085,-145.477005,180.7,1934,30,,46,GVL
PACV,34,60.48630142,-145.477005,0.7,1934,30,,35,GVL
PACX,02,67.247597,-150.210999,32,4011,75,,1030,GRVL-G
PACX,20,67.256798,-150.195999,212,4011,75,,1042,GRVL-G
PACZ,02,61.775799,-166.046005,37,3955,135,,367,GVL
PACZ,20,61.784401,-166.031998,217,3955,135,,457,GVL
PADE,03,66.065201,-162.774002,38,3320,75,,14,GVL
PADE,21,66.072304,-162.759995,218,3320,75,,11,GVL
PADE,12,66.071701,-162.774002,127,2660,75,,21,GVL
PADE,30,66.067398,-162.759995,307,2660,75,,12,GVL
PADG,03,68.02559661865234,-162.91400146484375,42,6312,100,,967,ASPH-G
PADG,21,68.0385971069336,-162.88400268554688,222,6312,100,,969,ASPH-G
PADK,05,51.878299713134766,-176.6580047607422,61,7790,200,,17,ASPH-G
PADK,23,51.88880157470703,-176.6269989013672,241,7790,200,,15,ASPH-G
PADL,01,59.036800384521484,-158.51300048828125,26.5,6400,150,,68,ASP
PADL,19,59.0525016784668,-158.4980010986328,206.5,6400,150,,58,ASP
PADM,07,61.86380005,-162.0350037,85,3200,100,,70,GVL
PADM,25,61.86460114,-162.0169983,265,3200,100,,103,GVL
PADQ,01,57.740299,-152.492996,22,5010,150,,36,ASP
PADQ,19,57.752899,-152.483002,202,5010,150,,22,ASP
PADQ,08,57.752201,-152.518997,92,7534,150,1129,68,ASP
PADQ,26,57.751499,-152.479996,272,7534,150,,15,ASP
PADQ,11,57.75490189,-152.5019989,127,5400,150,440,32,ASP
PADQ,29,57.74599838,-152.4799957,307,5400,150,,25,ASP
PADU,13,53.902901,-166.550995,136,4500,100,100,22,ASP
PADU,31,53.895302,-166.539001,316,4500,100,101,13,ASP
PADY,01,59.958401,-162.882996,21,2400,75,,30,GRVL-P
PADY,19,59.9632,-162.878998,201,2400,75,,25,GRVL-P
PAED,06,61.248600006103516,-149.843994140625,80,10000,200,,174,PEM
PAED,24,61.25339889526367,-149.78799438476562,260,10000,200,,201,PEM
PAED,16,61.26210022,-149.7929993,180,7493,150,,212,ASP
PAED,34,61.24150085,-149.7929993,360,7493,150,,185,ASP
PAEE,17,60.218101501464844,-162.04200744628906,189,3243,60,,11,GRVL-G
PAEE,35,60.20930099487305,-162.0449981689453,9,3243,60,,10,GRVL-G
PAEH,15,58.6516,-162.065994,162,3945,150,,226,GVL
PAEH,33,58.6413,-162.059998,342,3945,150,,531,GVL
PAEI,14,64.68419647216797,-147.1179962158203,159,14530,150,,534,CONC
PAEI,32,64.64710235595703,-147.0850067138672,339,14530,150,,547,CONC
PAEM,16,62.79240036010742,-164.49200439453125,176.7,4601,100,,6,GVL
PAEM,34,62.77989959716797,-164.49000549316406,356.7,4601,100,,6,GVL
PAEN,02L,60.563099,-151.257996,31,7855,150,,89,ASP
PAEN,20R,60.580898,-151.237,211,7855,150,,97,ASP
PAEN,02R,60.575001,-151.238007,31,1980,75,,,GVL
PAEN,20L,60.579601,-151.233002,211,1980,75,,,GVL
PAEW,12,60.813311,-164.506545,130,3300,75,,344,GVL
PAEW,30,60.807483,-164.492408,310,3300,75,,335,GVL
PAFA,02,64.81610107421875,-147.8470001220703,38,2900,75,,433,GRVL
PAFA,20,64.82230377197266,-147.8350067138672,218,2900,75,,434,GRVL
PAFA,02L,64.80259704589844,-147.88600158691406,38,11800,150,,431,ASPH-G
PAFA,20R,64.8280029296875,-147.83900451660156,218,11800,150,,434,ASPH-G
PAFA,02R,64.80020142,-147.8760071,38,4510,75,,433,ASPH-G
PAFA,20L,64.81420135,-147.8500061,218,4510,75,,433,ASPH-G
PAFA,02W,64.81610107421875,-147.85499572753906,38,5400,100,,423,WATER
PAFA,20W,64.82769775390625,-147.83299255371094,218,5400,100,,423,WATER
PAFB,07,64.83740234375,-147.64199829101562,89,8575,150,,448,ASPH-CONC
PAFB,25,64.83779907226562,-147.58700561523438,269,8575,150,,454,ASPH-CONC
PAFE,11,56.964900970458984,-133.91799926757812,130,4000,100,,150,ASPH-G
PAFE,29,56.95790100097656,-133.9029998779297,310,4000,100,,172,ASPH-G
PAFM,01,67.101097,-157.858994,23,4000,75,,249,GVL
PAFM,19,67.108704,-157.850998,203,4000,75,,268,GVL
PAFM,10,67.109299,-157.867996,112,2400,60,,334,GVL
PAFM,28,67.106796,-157.852005,292,2400,60,,310,GVL
PAFS,04,63.0161018371582,-154.36900329589844,63,4003,75,,441,GRVL-G
PAFS,22,63.020999908447266,-154.34800720214844,243,4003,75,,441,GRVL-G
PAGA,06,64.73660278,-156.947998,90,2600,50,,146,GVL
PAGA,24,64.73660278,-156.9299927,270,2600,50,,148,GVL
PAGA,08,64.735901,-156.960007,90,6000,100,606,147,PEM
PAGA,26,64.736099,-156.914001,270,6000,100,,152,PEM
PAGB,13,68.48590087890625,-149.49899291992188,152,5182,150,,2663,GRVL-G
PAGB,31,68.47339630126953,-149.4810028076172,332,5182,150,,2655,GRVL-G
PAGG,15,59.87979889,-163.1699982,165,1835,40,,13,GRVL-P
PAGG,33,59.87319946,-163.1670074,345,1835,40,,18,GRVL-P
PAGH,09,66.8905029296875,-157.1750030517578,117,4000,60,,166,GVL
PAGH,27,66.8855972290039,-157.14999389648438,297,4000,60,,197,GVL
PAGK,15,62.16170120239258,-145.45700073242188,171,5001,100,,1586,ASPH-G
PAGK,33,62.14820098876953,-145.45199584960938,351,5001,100,,1546,ASPH-G
PAGL,03,64.545998,-163.014999,36,4000,75,,59,GRAVEL-G
PAGL,21,64.554901,-163,216,4000,75,,37,GRAVEL-G
PAGM,16,63.77270126,-171.7350006,172,4500,100,,27,ASP
PAGM,34,63.76050186,-171.7310028,352,4500,100,,26,ASP
PAGQ,07,61.535098,-149.820999,90,2450,70,,155,GRAVEL-G
PAGQ,25,61.535098,-149.807007,270,2450,70,,151,GRAVEL-G
PAGS,02,58.420101165771484,-135.71800231933594,41,3010,60,,28,ASP
PAGS,20,58.426300048828125,-135.70799255371094,221,3010,60,,30,ASP
PAGS,11,58.432701110839844,-135.7169952392578,135,6720,150,,34,ASP
PAGS,29,58.419700622558594,-135.69200134277344,315,6720,150,,26,ASP
PAGT,03,60.46583,-164.70976,40,3200,75,,7,GRVL-P
PAGT,21,60.472513,-164.697998,220,3200,75,,6,GRVL-P
PAGY,02,59.456600189208984,-135.32200622558594,44,3550,75,,19,ASPH-G
PAGY,20,59.463600158691406,-135.3090057373047,224,3550,75,,44,ASPH-G
PAGZ,17,65.40740203857422,-161.281005859375,181,3873,111,,1312,GRVL
PAGZ,35,65.39679718017578,-161.28199768066406,1,3873,111,,1233,GRVL
PAHC,02,62.183601,-159.781006,31,4000,100,,68,GRAVEL-G
PAHC,20,62.193001,-159.768997,211,4000,100,,70,GRAVEL-G
PAHL,03,65.69439697265625,-156.36199951171875,51.1,4000,75,,208,GVL
PAHL,21,65.70130157470703,-156.34100341796875,231.1,4000,75,,202,GVL
PAHN,08,59.24570083618164,-135.53399658203125,110,4000,100,,15,ASP
PAHN,26,59.24190139770508,-135.51400756835938,290,4000,100,1000,12,ASP
PAHO,04,59.64030075073242,-151.49099731445312,55,6701,150,,64,ASP
PAHO,22,59.65079879760742,-151.46200561523438,235,6701,150,,68,ASP
PAHP,13,61.5276985168457,-166.15199279785156,148.6,3300,75,,4,ASP
PAHP,31,61.52000045776367,-166.14199829101562,328.6,3300,75,,4,ASP
PAHU,17,66.0436019897461,-154.26199340820312,193,3380,100,,299,GRAVEL-G
PAHU,35,66.03459930419922,-154.26699829101562,13,3380,100,,297,GRAVEL-G
PAHX,16,62.6969986,-159.5690002,179,3400,75,,78,GRVL-F
PAHX,34,62.68769836,-159.5690002,359,3400,75,,78,GRVL-F
PAIG,05,59.32279968261719,-155.90899658203125,72,3000,75,,90,GRVL-F
PAIG,23,59.32529830932617,-155.8939971923828,252,3000,75,,73,GRVL-F
PAII,03,58.18429946899414,-157.375,49.7,1500,75,,80,GVL
PAII,21,58.1869010925293,-157.36900329589844,229.7,1500,75,,79,GVL
PAII,12,58.19129943847656,-157.38600158691406,140,5600,100,,81,GVL
PAII,30,58.17959976196289,-157.36700439453125,320,5600,100,,92,GVL
PAIK,07,66.975304,-160.447998,82,4000,75,,166,GVL
PAIK,25,66.976601,-160.425003,262,4000,75,,141,GVL
PAIL,08,59.7519,-154.923996,92,5086,100,,186,ASP
PAIL,26,59.751301,-154.897003,272,5086,100,,167,ASP
PAIL,18,59.7626,-154.910004,189,4800,100,,177,ASP
PAIL,36,59.749699,-154.914001,9,4800,100,,172,ASP
PAIL,E,59.7603,-154.936996,277,2998,400,,170,WATER
PAIL,W,59.759201,-154.921005,97,2998,400,,170,WATER
PAIL,N,59.753601,-154.932007,198,2892,400,,170,WATER
PAIL,S,59.761101,-154.927002,18,2892,400,,170,WATER
PAIM,07,65.991898,-153.716995,83,4100,150,,1220,GVL
PAIM,25,65.993301,-153.690002,263,4100,150,,1036,GVL
PAIW,18,65.62799835,-168.0930023,189,3990,75,,18,GRAVEL-G
PAIW,36,65.61720276,-168.0970001,9,3990,75,,17,GRAVEL-G
PAJN,08,58.357899,-134.598007,105,8857,150,,21,ASP
PAJN,26,58.352001,-134.554993,285,8857,150,,20,ASP
PAJZ,09,59.72779846,-157.2669983,106,3300,75,,235,GRVL-F
PAJZ,27,59.7254982,-157.2519989,286,3300,75,,269,GRVL-F
PAKH,04,56.93659973144531,-154.19000244140625,62,3120,50,,44,GRAVEL-G
PAKH,22,56.94060134887695,-154.17599487304688,242,3120,50,,39,GRAVEL-G
PAKI,17,59.935799,-164.031998,166,3200,60,,10,GRAVEL-G
PAKI,35,59.930099,-164.029007,346,3200,60,,8,GRAVEL-G
PAKK,01,64.93579865,-161.1580048,24,3002,60,,152,GRVL-G
PAKK,19,64.94329834,-161.1499939,204,3002,60,,145,GRVL-G
PAKN,12,58.68389892578125,-156.6649932861328,132,8901,150,,60,ASPH-F
PAKN,30,58.667701721191406,-156.6300048828125,312,8901,150,,73,ASPH-F
PAKN,18,58.68330002,-156.6490021,196.3,4017,100,,50,ASP
PAKN,36,58.67269897,-156.6549988,16.3,4017,100,,44,ASP
PAKO,08,52.94160079956055,-168.85699462890625,90,3512,135,,46,GRVL
PAKO,26,52.94150161743164,-168.84100341796875,270,3512,135,,75,GRVL
PAKP,02,68.12850189208984,-151.75399780273438,38,4800,100,,2048,GRAVEL-G
PAKP,20,68.13870239257812,-151.73199462890625,218,4800,100,,2102,GRAVEL-G
PAKT,11,55.36140060424805,-131.7239990234375,136,7500,150,,82,ASPH-G
PAKT,29,55.34669876098633,-131.69900512695312,316,7500,150,,89,ASPH-G
PAKV,03,64.31520080566406,-158.75,47,3986,100,,177,GRVL-G
PAKV,21,64.32270050048828,-158.73199462890625,227,3986,100,,177,GRVL-G
PAKW,02,55.57360076904297,-133.08299255371094,35,5000,100,,39,ASP
PAKW,20,55.584800720214844,-133.06900024414062,215,5000,100,,80,ASP
PALG,07,61.535599,-160.350006,81,3198,75,,52,GRVL-G
PALG,25,61.5369,-160.332001,261,3198,75,,55,GRVL-G
PALU,09,68.876404,-166.128998,101,4800,135,,15,GVL
PALU,27,68.873901,-166.091003,281,4800,135,,16,GVL
PAMB,03,58.9286003112793,-158.9080047607422,40,3300,75,,74,GRVL-G
PAMB,21,58.93550109863281,-158.89599609375,220,3300,75,,100,GRVL-G
PAMC,05,62.957000732421875,-155.61900329589844,68,2000,60,,341,GRVL-G
PAMC,23,62.958900451660156,-155.60800170898438,248,2000,60,,341,GRVL-G
PAMC,16,62.95920181274414,-155.60499572753906,179,5936,100,,336,ASPH-G
PAMC,34,62.94300079345703,-155.60499572753906,359,5936,100,,334,ASPH-G
PAMD,02,59.44419861,-146.3130035,34,3158,115,1020,100,GRVL-E
PAMD,20,59.45130157,-146.3029938,214,3158,115,,100,GRVL-E
PAMD,13,59.456298828125,-146.3070068359375,149,1500,125,,99,GRVL-E
PAMD,31,59.452701568603516,-146.30299377441406,329,1500,125,,97,GRVL-E
PAMH,03,63.881900787353516,-152.31100463867188,45,4184,100,,669,GVL
PAMH,21,63.890098571777344,-152.29299926757812,225,4184,100,,676,GVL
PAMK,02,63.48550033569336,-162.11700439453125,32,4001,75,,91,GRAVEL-G
PAMK,20,63.494598388671875,-162.10400390625,212,4001,75,,58,GRAVEL-G
PAMO,02,62.09080124,-163.6880035,32,3501,75,,297,GRVL-P
PAMO,20,62.09880066,-163.677002,212,3501,75,,337,GRVL-P
PAMR,04,61.20970153808594,-149.84500122070312,66.1,2000,60,,130,GVL
PAMR,22,61.21189880371094,-149.8350067138672,246.1,2000,60,,136,GVL
PAMR,08,61.2159,-149.852997,90,4000,100,,124,ASP
PAMR,26,61.2159,-149.830994,270,4000,100,,137,ASP
PAMR,17,61.215698,-149.852997,180,2640,75,,124,ASP
PAMR,35,61.2085,-149.852997,360,2640,75,,117,ASP
PAMY,05,60.36980056762695,-166.2779998779297,67,3070,75,,48,GVL
PAMY,23,60.37310028076172,-166.26300048828125,247,3070,75,,48,GVL
PANA,16,60.694801330566406,-161.97900390625,175,3248,60,,16,GRAVEL-F
PANA,34,60.6859016418457,-161.97799682617188,355,3248,60,,16,GRAVEL-F
PANC,07L,61.169765,-150.008333,90,10600,150,,128,ASP
PANC,25R,61.169811,-149.948301,270,10600,150,,92,ASP
PANC,07R,61.167812,-150.042871,90,12400,200,,132,ASP
PANC,25L,61.167881,-149.972649,270,12400,200,,101,ASP
PANC,15,61.199731,-150.014531,165,10865,200,200,152,ASP
PANC,33,61.171042,-149.998469,345,10865,200,565,122,ASP
PANI,11,61.58580017089844,-159.55799865722656,121,6200,100,,97,ASPH-F
PANI,29,61.577301025390625,-159.5279998779297,301,6200,100,,97,ASPH-F
PANN,04L,64.54560089111328,-149.08700561523438,59,4600,100,,368,ASP
PANN,22R,64.5521011352539,-149.06199645996094,239,4600,100,,364,ASP
PANN,04R,64.54550171,-149.0839996,59,1980,80,,365,GRS
PANN,22L,64.54910278,-149.0700073,239,1980,80,,365,GRS
PANN,04W,64.5426025390625,-149.08099365234375,56,3601,100,,356,WATER
PANN,22W,64.54820251464844,-149.06199645996094,236,3601,100,,356,WATER
PANO,02,59.97719955444336,-154.843994140625,38,2800,75,,305,GRAVEL-G
PANO,20,59.983299255371094,-154.8350067138672,218,2800,75,,314,GRAVEL-G
PANT,12,55.0452995300293,-131.58200073242188,147.7,7493,150,,119,ASP
PANT,30,55.02799987792969,-131.56300354003906,327.8,7493,150,,85,ASP
PANU,03,64.725304,-158.082993,42,4011,100,,356,GVL
PANU,21,64.733398,-158.065994,222,4011,100,,399,GVL
PANV,17,62.65069962,-160.1900024,187,4000,75,,297,GVL
PANV,35,62.6427002,-160.1920013,7,4000,75,,309,GVL
PANW,14,59.45550156,-157.3769989,153,3281,75,,364,GRVL-G
PANW,32,59.44749832,-157.3690033,333,3281,75,,321,GRVL-G
PAOB,09,66.91390228,-156.9109955,106,4020,75,,135,GRVL-G
PAOB,27,66.91079712,-156.8840027,286,4020,75,,132,GRVL-G
PAOH,06,58.09519958,-135.4170074,78,3367,75,,15,ASPH-G
PAOH,24,58.09700012,-135.4019928,258,3367,75,,19,ASPH-G
PAOM,03,64.50720215,-165.4519958,41.7,6176,150,,12,ASP
PAOM,21,64.51860046,-165.4279938,221.7,6176,150,,36,ASP
PAOM,10,64.51429749,-165.4680023,109.7,6009,150,,16,ASP
PAOM,28,64.50879669,-165.4320068,289.7,6009,150,,21,ASP
PAOO,16,60.54570007,-165.0879974,176.9,3200,75,,59,GVL
PAOO,34,60.53689957,-165.0870056,356.9,3200,75,,37,GVL
PAOR,05,62.95949935913086,-141.9429931640625,76,5100,100,,1713,GRVL-DIRT-G
PAOR,23,62.962799072265625,-141.91299438476562,256,5100,100,,1713,GRVL-DIRT-G
PAOT,09,66.88939667,-162.6089935,102,6300,150,,13,ASPH-G
PAOT,27,66.88610077,-162.5677948,282,6300,150,,14,ASPH-G
PAOT,17,66.88510131835938,-162.60899353027344,194,3800,90,,8,GVL
PAOT,35,66.87480163574219,-162.61599731445312,14,3800,90,,8,GVL
PAOU,08,56.008099,-161.169998,96,4003,75,,14,TURF-GRVL - F
PAOU,26,56.007,-161.151001,276,4003,75,,10,TURF-GRVL - F
PAPB,11,56.580601,-169.675003,118,4982,150,,125,GVL
PAPB,29,56.5741,-169.653,298,4982,150,,119,GVL
PAPE,02,55.90299987792969,-159.1649932861328,35,3300,75,,24,GRVL-G
PAPE,20,55.910400390625,-159.156005859375,215,3300,75,,27,GRVL-G
PAPG,05,56.7989006,-132.9589996,70.7,6400,150,,105,ASP
PAPG,23,56.8044014,-132.9309998,250.7,6400,150,,101,ASP
PAPH,05,56.95690155029297,-158.63400268554688,70,5000,100,,90,GVL
PAPH,23,56.96149826049805,-158.61099243164062,250,5000,100,,95,GVL
PAPH,13,56.963600158691406,-158.65199279785156,147,4000,100,,76,GVL
PAPH,31,56.95439910888672,-158.64199829101562,327,4000,100,,83,GVL
PAPK,02,60.69940185546875,-161.7830047607422,31,3000,60,,13,GVL
PAPK,20,60.70640182495117,-161.7740020751953,211,3000,60,,13,GVL
