icao,ident,lat,lon,heading_true_deg,length_ft,width_ft,displaced_threshold_ft,elevation_ft,surface
KJGG,13,37.24140167236328,-76.7208023071289,120.5,3204,60,,48,ASP
KJGG,31,37.236900329589844,-76.7113037109375,300.5,3204,60,,22,ASP
KJHW,07,42.14820099,-79.26809692,59,5300,100,,1721,ASP
KJHW,25,42.15570068,-79.25140381,239,5300,100,,1719,ASP
KJHW,13,42.15810013,-79.26329803,119,4499,100,,1723,ASP
KJHW,31,42.15219879,-79.248703,299,4499,100,,1707,ASP
KJKA,09,30.290300369262695,-87.6801986694336,90,6962,100,463,14,ASP
KJKA,27,30.290300369262695,-87.658203125,270,6962,100,,16,ASP
KJKA,17,30.29330063,-87.67720032,175,3596,75,,16,ASP
KJKA,35,30.28339958,-87.67630005,355,3596,75,,11,ASP
KJKJ,12,46.84189987182617,-96.67140197753906,116,4300,75,,914,ASP
KJKJ,30,46.836700439453125,-96.65609741210938,296,4300,75,,917,ASP
KJKL,01,37.58789825439453,-83.31829833984375,8,4400,75,,1353,ASP
KJKL,19,37.59980010986328,-83.31620025634766,188,4400,75,,1381,ASP
KJLN,13,37.15779877,-94.50730133,138,6501,150,387,951,ASP
KJLN,31,37.14450073,-94.49240112,318,6501,150,,978,ASP
KJLN,18,37.16410065,-94.49739838,182,6502,100,,950,ASP
KJLN,36,37.14619827,-94.49819946,2,6502,100,,972,ASP
KJMR,11,45.88430023,-93.27739716,117,3152,80,,1010,GRE
KJMR,29,45.88130188,-93.26879883,297,3152,80,,1008,GRE
KJMR,17,45.89350128,-93.27210236,172,4794,75,,1000,ASP
KJMR,35,45.88270187,-93.26979828,352,4794,75,,1009,ASP
KJMS,04,46.92449951,-98.68669891,44.7,5750,75,,1493,ASP
KJMS,22,46.93569946,-98.67050171,224.7,5750,75,,1498,ASP
KJMS,13,46.93569946,-98.68710327,134.8,6502,100,,1498,ASP
KJMS,31,46.92309952,-98.66860199,314.8,6502,100,,1495,ASP
KJNX,03,35.5343017578125,-78.3948974609375,30,5500,100,,148,ASP
KJNX,21,35.547401428222656,-78.38569641113281,210,5500,100,,165,ASP
KJOT,04,41.51490021,-88.17980194,44,2552,150,,574,GRS
KJOT,22,41.52119827,-88.17150116,224,2552,150,,581,GRS
KJOT,13,41.51990128,-88.17970276,127,2821,100,220,580,ASP
KJOT,31,41.51509857,-88.1710968,307,2821,100,,581,ASP
KJQF,02,35.37779999,-80.71140289,10.5,7402,100,,640,ASP
KJQF,20,35.39780045,-80.70690155,190.5,7402,100,,700,ASP
KJSO,14,31.87459946,-95.22260284,140,5006,75,,677,ASP
KJSO,32,31.86400032,-95.21219635,320,5006,75,,657,ASP
KJST,05,40.3103981,-78.83930206,39.4,4387,100,,2270,ASP
KJST,23,40.31969833,-78.82939911,219.4,4387,100,,2278,ASP
KJST,15,40.32369995,-78.84220123,144.1,7004,150,,2270,ASP
KJST,33,40.30810165,-78.82749939,324.1,7004,150,,2260,ASP
KJSV,17,35.44369888,-94.80280304,180.3,4006,75,,527,ASP
KJSV,35,35.43270111,-94.80290222,0.3,4006,75,,518,ASP
KJVL,04,42.61180114746094,-89.04979705810547,41.4,6701,150,,804,ASP
KJVL,22,42.6255989074707,-89.0333023071289,221.4,6701,150,,805,ASP
KJVL,14,42.62810135,-89.05519867,134,7302,150,,795,CON
KJVL,32,42.61429977,-89.03549957,314,7302,150,,806,CON
KJVL,18,42.62779999,-89.03620148,179.1,5004,75,,808,ASP
KJVL,36,42.61410141,-89.03600311,359.1,5004,75,,805,ASP
KJVY,14,38.37080001831055,-85.74320220947266,138,3899,75,,469,ASP
KJVY,32,38.36280059814453,-85.73410034179688,318,3899,75,,461,ASP
KJVY,18,38.37200165,-85.73789978,180,7000,100,,474,ASP
KJVY,36,38.35689926,-85.73789978,360,7000,100,,461,ASP
KJWG,17,35.87020111,-98.42079926,180,4001,60,,1550,ASP
KJWG,35,35.85919952,-98.42079926,360,4001,60,,1533,ASP
KJWN,02,36.174999,-86.889099,15,6001,100,,458,ASP
KJWN,20,36.189701,-86.8843,195,6001,100,500,493,ASP
KJWY,18,32.46300125,-96.91179657,184,6500,100,,713,ASP
KJWY,36,32.44919968,-96.91300201,4,6500,100,,686,ASP
KJXI,18,32.70349884,-94.94879913,180.2,3998,60,,415,ASP
KJXI,36,32.69250107,-94.94889832,0.2,3998,60,,415,ASP
KJXN,07,42.2561,-84.466698,51,5351,100,438,994,ASP
KJXN,25,42.265301,-84.451302,231,5351,100,,990,ASP
KJXN,14,42.26160049,-84.46459961,133.4,4000,100,,986,ASP
KJXN,32,42.25510025,-84.4552002,313.4,4000,100,,1000,ASP
KJYG,15,43.99100113,-94.5617981,150,3999,75,,1061,ASP
KJYG,33,43.98160172,-94.55400085,330,3999,75,,1065,ASP
KJYL,05,32.63999939,-81.6006012,48,5501,100,,169,ASP
KJYL,23,32.64929962,-81.58869934,228,5501,100,,187,ASP
KJYL,15,32.6505012512207,-81.60379791259766,145.5,3787,75,,175,ASP
KJYL,33,32.64189910888672,-81.5968017578125,325.5,3787,75,,175,ASP
KJYM,10,41.9216,-84.593102,94,5000,100,,1160,ASP
KJYM,28,41.920898,-84.5784,274,5000,100,,1182,ASP
KJYO,17,39.08509826660156,-77.56060028076172,161,5500,100,,377,ASP
KJYO,35,39.07080078125,-77.55439758300781,341,5500,100,,387,ASP
KJYR,05,40.89220047,-97.63259888,53.8,4481,150,,1665,GRS
KJYR,23,40.89979935,-97.61889648,233.8,4481,150,,1664,GRS
KJYR,17,40.90480041503906,-97.6238021850586,174.3,5900,100,798,1664,CON
KJYR,35,40.88869857788086,-97.6218032836914,354.4,5900,100,400,1668,CON
KJZI,04,32.69110107421875,-80.00579833984375,32.2,4313,150,,10,CON
KJZI,22,32.70109939575195,-79.99839782714844,212.2,4313,150,687,11,CON
KJZI,09,32.704899,-80.011803,89,5350,100,,17,CON
KJZI,27,32.705002,-79.995499,269,5350,100,,10,CON
KJZP,16,34.459800720214844,-84.46029663085938,159,5000,100,,1501,ASP
KJZP,34,34.4468994140625,-84.45439910888672,339,5000,100,,1535,ASP
KK06,18,39.97829818725586,-90.40399932861328,178,4000,60,,464,ASP
KK06,36,39.96739959716797,-90.4032974243164,358,4000,60,,465,ASP
KK09,04,43.44979858,-74.52079773,32.2,3016,60,,,ASP
KK09,22,43.45690155,-74.51460266,212.2,3016,60,,,ASP
KK16,06,43.25590133666992,-75.6073989868164,47,3000,23,,,ASP
KK16,24,43.26150131225586,-75.59919738769531,227,3000,23,,,ASP
KK32,16,37.7515983581543,-97.40789794921875,165.4,3200,30,,,ASP
KK32,34,37.743099212646484,-97.40509796142578,345.4,3200,30,,,ASP
KK33,17,37.619300842285156,-91.60559844970703,167.5,2998,60,,1220,ASP
KK33,35,37.61119842529297,-91.60330200195312,347.5,2998,60,,1241,ASP
KK44,04,36.79499817,-100.5360031,45.8,2000,130,,,GRE
KK44,22,36.80080032,-100.5279999,225.8,2000,130,,,GRE
KK44,17,36.8030014,-100.526001,178.6,4050,60,,2457,ASP
KK44,35,36.79470062,-100.526001,358.6,4050,60,,2467,ASP
KK51,01,37.26060104370117,-98.54889678955078,23,2270,90,,,GRS
KK51,19,37.26639938354492,-98.5457992553711,203,2270,90,,,GRS
KK51,13,37.26190185546875,-98.54810333251953,139,1690,80,,,GRS
KK51,31,37.25830078125,-98.54419708251953,319,1690,80,,,GRS
KK51,16,37.26689910888672,-98.54720306396484,170,3200,42,,,ASP
KK51,34,37.25830078125,-98.54530334472656,350,3200,42,,,ASP
KK57,18,40.45140076,-95.36720276,181,3600,75,540,913,CON
KK57,36,40.44100189,-95.36740112,1,3600,75,,909,CON
KK61,04,39.4679985,-98.13339996,45,2340,120,,1409,GRS
KK61,22,39.47259903,-98.12750244,225,2340,120,,1411,GRS
KK61,08,39.46870040893555,-98.13330078125,91,1658,90,,1407,GRS
KK61,26,39.46860122680664,-98.12750244140625,271,1658,90,,1413,GRS
KK61,17,39.47779846,-98.1269989,179,4200,75,,1416,CON
KK61,35,39.46789932,-98.12680054,359,4200,75,,1415,CON
KK62,03,38.69919968,-84.39489746,27,4002,75,,898,ASP
KK62,21,38.70899963,-84.3884964,207,4002,75,,879,ASP
KK74,12,46.650901794433594,-97.00440216064453,118,3300,60,,946,CON
KK74,30,46.64659881591797,-96.9927978515625,298,3300,60,,943,CON
KK77,12,36.76029968261719,-99.10559844970703,133.8,3000,35,,,ASP
KK77,30,36.75469970703125,-99.09829711914062,313.8,3000,35,,,ASP
KK79,17,37.99020004272461,-99.89420318603516,181,4205,75,,2462,PEM
KK79,35,37.97869873046875,-99.89450073242188,1,4205,75,,2465,PEM
KK81,03,38.53749847,-94.92320251,38,3398,60,,930,ASP
KK81,21,38.5447998,-94.91590118,218,3398,60,,931,ASP
KK81,15,38.54320145,-94.92379761,153,1940,60,,926,GRS
KK81,33,38.5367012,-94.91950226,333,1940,60,,939,GRS
KK82,14,39.7686,-98.7989,151,4400,75,,1786,ASP
KK82,32,39.7581,-98.7911,331,4400,75,,1800,ASP
KK88,01,37.86460114,-95.38800049,13,5501,100,,1009,CON
KK88,19,37.87559891,-95.38469696,193,5501,100,,1015,CON
KK89,02,39.72439957,-92.459198,20,4150,75,,874,ASP
KK89,20,39.73289871,-92.4552002,200,4150,75,,869,ASP
KKIC,11,36.23220062,-121.1279984,132.9,4479,100,,366,ASP
KKIC,29,36.22389984,-121.1159973,312.9,4479,100,,370,ASP
KKLS,12,46.12260055541992,-122.90399932861328,140,4391,100,,20,ASP
KKLS,30,46.113399505615234,-122.89299774169922,320,4391,100,,16,ASP
KKNB,01,37.00260162,-112.5350037,20.9,6200,75,,4823,ASP
KKNB,19,37.01850128,-112.5279999,200.9,6200,75,,4868,ASP
KL00,08,34.87080001831055,-118.21499633789062,90,3600,50,300,,ASP
KL00,26,34.87080001831055,-118.2030029296875,270,3600,50,200,,ASP
KL05,17,35.73310089111328,-118.41899871826172,188.2,3500,50,,2614,ASP
KL05,35,35.72359848022461,-118.4209976196289,8.2,3500,50,,2608,ASP
KL09,05,36.60139846801758,-117.16400146484375,54.3,3260,65,,25,ASP
KL09,23,36.6067008972168,-117.15399932861328,234.4,3260,65,,15,ASP
KL17,07,35.14110184,-119.4410019,83.4,3283,60,,,ASP
KL17,25,35.14220047,-119.4290009,263.4,3283,60,,,ASP
KL19,12,35.62310028076172,-119.35700225830078,138.7,3380,60,455,300,ASP
KL19,30,35.6161003112793,-119.3499984741211,318.7,3380,60,240,313,ASP
KL22,06,34.12580108642578,-116.41500091552734,71.3,4363,60,360,3199,ASP
KL22,24,34.12969970703125,-116.4010009765625,251.3,4363,60,330,3224,ASP
KL26,03,34.373600006103516,-117.32099914550781,47.2,3910,50,300,,ASP
KL26,21,34.38079833984375,-117.31099700927734,227.2,3910,50,550,,ASP
KL31,18,30.44919968,-89.98889923,180,3004,75,,,ASP
KL31,36,30.44079971,-89.98889923,360,3004,75,,,ASP
KL33,16,32.00220108,-91.24720001,180,3509,75,,,ASP
KL33,34,31.99279976,-91.24720001,360,3509,75,,,ASP
KL35,8,34.263599,-116.863998,90,5850,75,370,6750,ASP
KL35,26,34.263699,-116.845001,270,5850,75,600,6751,ASP
KL41,03,36.80860137939453,-111.6510009765625,40.8,3715,35,,3586,ASP
KL41,21,36.81639862060547,-111.64299774169922,220.8,3715,35,,3603,ASP
KL62,11,35.35559844970703,-119.48200225830078,131.6,3260,50,,,ASP
KL62,29,35.349700927734375,-119.4739990234375,311.6,3260,50,,,ASP
KL65,15,33.771367,-117.220884,165,5100,50,1900,1413,ASP
KL65,33,33.758262,-117.21713,345,5100,50,,,ASP
KL71,06,35.149200439453125,-118.0260009765625,76,6027,60,,2453,ASP
KL71,24,35.15330123901367,-118.00700378417969,256,6027,60,,2401,ASP
KL73,16,35.60060119628906,-119.12799835205078,180,3000,60,210,635,ASP
KL73,34,35.592498779296875,-119.12799835205078,360,3000,60,,,ASP
KL77,06,33.66360092,-115.7180023,76,4000,50,,1713,ASP
KL77,24,33.66669846,-115.7030029,256,4000,50,,1670,ASP
KL88,10,34.93980026245117,-119.69400024414062,115.4,3940,60,,,ASP
KL88,28,34.93519973754883,-119.68299865722656,295.4,3940,60,,,ASP
KL94,09L,35.10309982,-118.4309998,105.9,4890,36,,,ASP
KL94,27R,35.0992012,-118.4150009,285.9,4890,36,,,ASP
KL94,09R,35.10279846,-118.4309998,106.5,4890,36,200,,ASP
KL94,27L,35.09859848,-118.4140015,286.5,4890,36,,,ASP
KLAA,08,38.07389831542969,-102.69400024414062,89.6,5001,60,,3683,ASP
KLAA,26,38.07400131225586,-102.6760025024414,269.6,5001,60,,3689,ASP
KLAA,18,38.07490158081055,-102.69000244140625,189.6,6304,100,,3679,CON
KLAA,36,38.05780029296875,-102.69300079345703,9.6,6304,100,,3706,CON
KLAF,05,40.40819931,-86.93900299,47.3,4225,100,,593,ASP
KLAF,23,40.41569901,-86.92749786,227.3,4225,100,,603,ASP
KLAF,10,40.41400146484375,-86.95089721679688,100,6600,150,,600,ASP
KLAF,28,40.41109848022461,-86.92749786376953,280,6600,150,,598,ASP
KLAL,05,27.983400344848633,-82.02040100097656,45,5000,150,,130,ASP
KLAL,23,27.993200302124023,-82.0093994140625,225,5000,150,,141,ASP
KLAL,10,27.989200592041016,-82.03389739990234,90,8500,150,,132,ASP
KLAL,28,27.989299774169922,-82.00749969482422,270,8500,150,,142,ASP
KLAM,09,35.88140106,-106.2789993,102.4,6000,120,,7171,ASP
KLAM,27,35.87820053,-106.2600021,282.4,6000,120,,7132,ASP
KLAN,06,42.77320099,-84.60099792,53,5003,120,,859,PEM
KLAN,24,42.78139877,-84.5861969,233,5003,120,,848,PEM
KLAN,10L,42.781898498535156,-84.58499908447266,90.6,3601,75,,846,ASP
KLAN,28R,42.78179931640625,-84.57160186767578,270.6,3601,75,,851,ASP
KLAN,10R,42.77819824,-84.60109711,90.6,8506,150,,861,ASP
KLAN,28L,42.77799988,-84.57409668,270.6,8506,150,,852,ASP
KLAR,03,41.30270004,-105.6869965,45.6,8503,150,,7283,ASP
KLAR,21,41.31900024,-105.6650009,225.6,8503,150,,7272,ASP
KLAR,12,41.31969833,-105.6809998,134.6,6301,100,,7273,ASP
KLAR,30,41.30759811,-105.6650009,314.6,6301,100,,7275,ASP
KLAS,01L,36.07529831,-115.1699982,25,9770,150,587,2176,CON
KLAS,19R,36.09769821,-115.1579971,205,9770,150,,2083,CON
KLAS,01R,36.074167,-115.1675,25,9769,150,491,2170,ASP
KLAS,19L,36.0985,-115.1535,205,9769,150,,2080,ASP
KLAS,08L,36.076333,-115.171333,90,14835,150,2139,2155,ASP
KLAS,26R,36.076333,-115.121,270,14835,150,,2044,ASP
KLAS,08R,36.07360076904297,-115.16100311279297,90,10526,150,,2157,ASP
KLAS,26L,36.073699951171875,-115.1259994506836,270,10526,150,,2048,ASP
KLAW,17,34.5786018371582,-98.41719818115234,176.9,8599,150,,1110,CON
KLAW,35,34.55500030517578,-98.41560363769531,356.9,8599,150,,1070,CON
KLAX,6L,33.949119,-118.431187,83,8926,150,,112,CON
KLAX,24R,33.952112,-118.401954,263,8926,150,,117,CON
KLAX,6R,33.94682,-118.434693,83,10859,150,530,108,CON
KLAX,24L,33.95047,-118.399063,263,10859,150,800,111,CON
KLAX,7L,33.935556,-118.422089,83,12894,150,830,119,CON
KLAX,25R,33.939881,-118.379794,263,12894,150,950,94,CON
KLAX,7R,33.933659,-118.419074,83,11095,200,,118,CON
KLAX,25L,33.937371,-118.3827,263,11095,200,,95,CON
KLBB,08,33.66220093,-101.8290024,89.7,8003,150,200,3257,CON
KLBB,26,33.66230011,-101.8030014,269.7,8003,150,,3255,CON
KLBB,17L,33.65980148,-101.8170013,179.6,2891,74,,3255,ASP
KLBB,35R,33.65190125,-101.8170013,359.6,2891,74,,3262,ASP
KLBB,17R,33.68239974975586,-101.8290023803711,179.7,11500,150,,3282,CON
KLBB,35L,33.65079879760742,-101.8290023803711,359.7,11500,150,,3243,CON
KLBE,06,40.268101,-79.417,46,8222,150,,1184,ASP
KLBE,24,40.281601,-79.399002,226,8222,150,,1138,ASP
KLBF,12,41.13219833,-100.6900024,126,8001,150,,2776,CON
KLBF,30,41.11940002,-100.6669998,306,8001,150,,2768,CON
KLBF,17,41.132999420166016,-100.69300079345703,181.1,4436,100,,2774,ASP
KLBF,35,41.12089920043945,-100.69300079345703,1.1,4436,100,301,2773,ASP
KLBL,04,37.0387001,-100.9710007,45,5000,75,,2884,CONC-F
KLBL,22,37.04980087,-100.9570007,225,5000,75,,2876,CONC-F
KLBL,17,37.05390167,-100.9560013,180,7105,100,,2875,ASP
KLBL,35,37.03440094,-100.9560013,360,7105,100,,2874,ASP
KLBO,18,37.65520095825195,-92.6521987915039,181.7,5000,75,,1306,ASP
KLBO,36,37.64149856567383,-92.65270233154297,1.7,5000,75,,1319,ASP
KLBR,17,33.5973014831543,-95.06410217285156,173.8,3000,50,,,ASP
KLBR,35,33.5890998840332,-95.06300354003906,353.8,3000,50,,,ASP
KLBT,05,34.60430145,-79.06729889,45,5505,150,170,124,ASP
KLBT,23,34.61489868,-79.05439758,225,5505,150,,123,ASP
KLBT,13,34.61399841,-79.06490326,124.9,5007,75,,122,ASP
KLBT,31,34.60609818,-79.05130005,304.9,5007,75,,126,ASP
KLBX,17,29.11829948425293,-95.46209716796875,180,7000,100,,25,ASP
KLBX,35,29.099000930786133,-95.46209716796875,360,7000,100,,24,ASP
KLCG,05,42.237499,-96.9879,54,3406,60,,1431,ASP
KLCG,23,42.243,-96.977699,234,3406,60,,1426,ASP
KLCG,13,42.2419014,-96.98719788,136,2070,120,,1427,GRS
KLCG,31,42.23789978,-96.98200226,316,2070,120,,1426,GRS
KLCG,18,42.249001,-96.980103,181,4201,75,,1427,ASP
KLCG,36,42.237499,-96.980499,1,4201,75,,1431,ASP
KLCH,05,30.12849998474121,-93.22969818115234,51.8,5200,100,,13,ASP
KLCH,23,30.137300491333008,-93.216796875,231.8,5200,100,,15,ASP
KLCH,15,30.128700256347656,-93.22789764404297,154.8,6500,150,,12,CON
KLCH,33,30.112600326538086,-93.21910095214844,334.8,6500,150,,11,CON
KLCI,08,43.56999969,-71.42810059,67.5,5890,100,,545,ASP
KLCI,26,43.57550049,-71.40969849,247.5,5890,100,,518,ASP
KLCK,05L,39.80329895,-82.94409943,45.3,11902,150,919,742,ASP
KLCK,23R,39.82640076,-82.91390228,225.3,11902,150,,741,ASP
KLCK,05R,39.80110168,-82.94200134,45.3,12103,200,,735,PEM
KLCK,23L,39.82440186,-82.91139984,225.3,12103,200,,739,PEM
KLCQ,05,30.17729949951172,-82.58049774169922,52,4000,75,,186,ASP
KLCQ,23,30.184099197387695,-82.57050323486328,232,4000,75,,195,ASP
KLCQ,10,30.1840992,-82.59010315,97,8003,150,,198,ASP
KLCQ,28,30.1814003,-82.56500244,277,8003,150,,196,ASP
KLDJ,9,40.616051,-74.25184,76,4140,100,460,23,ASP
KLDJ,27,40.618864,-74.237367,256,4140,100,540,20,ASP
KLDM,01,43.95920181274414,-86.41300201416016,2,3503,75,,641,ASPH-G
KLDM,19,43.96879959106445,-86.41259765625,182,3503,75,,637,ASPH-G
KLDM,08,43.95930099487305,-86.41349792480469,71,5003,75,,641,ASPH-G
KLDM,26,43.96369934082031,-86.39550018310547,251,5003,75,,646,ASPH-G
KLEB,07,43.62580108642578,-72.31210327148438,59,5496,100,,562,ASP
KLEB,25,43.63349914550781,-72.29419708251953,239,5496,100,,574,ASP
KLEB,18,43.62929916381836,-72.30740356445312,168,5200,100,,563,ASP
KLEB,36,43.61539840698242,-72.30329895019531,348,5200,100,,603,ASP
KLEE,04,28.8162,-81.811798,35,4957,100,299,68,ASP
KLEE,22,28.827299,-81.802902,215,4957,100,310,73,ASP
KLEE,13,28.8288,-81.816101,130,6300,100,,75,ASP
KLEE,31,28.82,-81.8041,310,6300,100,,69,ASP
KLEM,11,45.922698974609375,-102.11199951171875,125.9,4501,75,,2566,ASP
KLEM,29,45.91550064086914,-102.0979995727539,305.9,4501,75,,2568,ASP
KLEM,17,45.91960144042969,-102.10800170898438,185,1900,60,,,GRS
KLEM,35,45.914398193359375,-102.10900115966797,5,1900,60,,,GRS
KLEW,04,44.042198181152344,-70.28810119628906,24.3,5001,100,,270,ASP
KLEW,22,44.0546989440918,-70.28019714355469,204.3,5001,100,,264,ASP
KLEW,17,44.05160140991211,-70.28510284423828,148,2750,75,,256,ASP
KLEW,35,44.04520034790039,-70.27960205078125,328,2750,75,,288,ASP
KLEX,04,38.02769852,-84.61509705,42,7004,150,,944,ASP
KLEX,22,38.042099,-84.59899902,222,7004,150,,972,ASP
KLEX,09,38.03932571411133,-84.61827850341797,87,4000,75,,967,concrete
KLEX,27,38.040672302246094,-84.60450744628906,267,4000,75,,974,concrete
KLFI,08,37.07759857,-76.37640381,67.6,10002,150,,9,CON
KLFI,26,37.08810043,-76.34470367,247.6,10002,150,,8,CON
KLFK,07,31.23430061,-94.75740051,75,5400,100,,284,ASP
KLFK,25,31.23810005,-94.74069977,255,5400,100,,296,ASP
KLFK,16,31.2369,-94.753502,160,4311,100,,275,ASP
KLFK,34,31.2258,-94.748802,340,4311,100,105,275,ASP
KLFT,04L,30.20140076,-91.99240112,38.6,4098,75,,42,ASP
KLFT,22R,30.21019936,-91.98429871,218.6,4098,75,,42,ASP
KLFT,04R,30.19650078,-91.99279785,38.7,8000,150,,40,ASP
KLFT,22L,30.21290016,-91.97769928,218.7,8000,150,,33,ASP
KLFT,11,30.20759964,-91.99810028,110,5403,150,,38,ASP
KLFT,29,30.20260048,-91.98210144,290,5403,150,,37,ASP
KLGA,04,40.76919937,-73.88410187,32,7002,150,,22,ASP
KLGA,22,40.78540039,-73.87069702,212,7002,150,,13,ASP
KLGA,13,40.78229904,-73.87850189,122,7002,150,,13,ASP
KLGA,31,40.77209854,-73.85710144,302,7002,150,,8,ASP
KLGB,08L,33.822766,-118.163532,90,6192,150,1305,52,ASP
KLGB,26R,33.822704,-118.143164,270,6192,150,532,39,ASP
KLGB,08R,33.813904,-118.161311,90,3918,100,,50,ASP
KLGB,26L,33.813908,-118.148445,270,3918,100,,29,ASP
KLGB,12,33.826209,-118.161553,135,10000,200,1350,52,ASP
KLGB,30,33.80687,-118.13816,315,10000,200,2000,30,ASP
KLGC,03,33.00429916381836,-85.07679748535156,24,5000,100,,678,ASP
KLGC,21,33.01679992675781,-85.07009887695312,204,5000,100,,684,ASP
KLGC,13,33.01190186,-85.07920074,127,6499,100,,680,ASP
KLGC,31,33.00270081,-85.0644989,307,6499,100,,675,ASP
KLGD,12,45.29550171,-118.012001,135,6261,100,,2717,ASP
KLGD,30,45.28469849,-117.9970016,315,6261,100,,2707,ASP
KLGD,17,45.2957,-118.011002,180,3400,75,486,2714,ASP
KLGD,35,45.285,-118.011002,360,3400,75,,2709,ASP
KLGF,06,32.85979843,-114.401001,76,6043,100,,365,ASP
KLGF,24,32.86380005,-114.3820038,256,6043,100,,422,ASP
KLGF,18,32.87540054,-114.3929977,190.7,6142,151,,406,ASP
KLGF,36,32.85900116,-114.3970032,10.7,6142,151,,360,ASP
KLGU,10,41.79100036621094,-111.86499786376953,122,4075,60,,4440,ASP
KLGU,28,41.783599853515625,-111.8499984741211,302,4075,60,215,4452,ASP
KLGU,17,41.80580139,-111.8479996,183,9020,100,,4457,ASP
KLGU,35,41.78089905,-111.848999,3,9020,100,,4457,ASP
KLHB,18,30.87730026,-96.62220001,180,4001,75,,287,ASP
KLHB,36,30.86630058,-96.62220001,360,4001,75,,287,ASP
KLHM,15,38.91709899902344,-121.35399627685547,165,6001,100,,120,ASP
KLHM,33,38.90119934082031,-121.3489990234375,345,6001,100,,120,ASP
KLHQ,10,39.7560997,-82.66600037,94,5003,75,,857,ASP
KLHQ,28,39.75519943,-82.64820099,274,5003,75,,864,ASP
KLHV,09L,41.13529968,-77.42919922,82.3,3799,75,,556,ASP
KLHV,27R,41.13669968,-77.41549683,262.3,3799,75,,555,ASP
KLHV,09R,41.13510132,-77.42620087,82.2,2179,100,,,GRS
KLHV,27L,41.13589859,-77.41829681,262.2,2179,100,,,GRS
KLHW,06L,31.88419914,-81.57119751,50.6,6500,100,,43,ASP
KLHW,24R,31.89299965,-81.55870056,230.6,6500,100,,33,ASP
KLHW,06R,31.88500023,-81.56770325,49,2610,100,,42,ASP
KLHW,24L,31.88979912,-81.561203,229,2610,100,,39,ASP
KLHW,15L,31.89439964,-81.56359863,140.6,5001,100,,37,ASP
KLHW,33R,31.88380051,-81.55339813,320.6,5001,100,,33,ASP
KLHW,15R,31.88960075,-81.56069946,141,2520,100,,39,ASP
KLHW,33L,31.88419914,-81.55560303,321,2520,100,,40,ASP
KLHX,08,38.04809952,-103.5230026,89.8,6849,75,,4225,ASP
KLHX,26,38.0481987,-103.5,269.8,6849,75,,4151,ASP
KLHX,12,38.05720139,-103.5139999,135.2,5803,60,,4238,ASP
KLHX,30,38.04589844,-103.5,315.2,5803,60,,4155,ASP
KLHZ,05,36.01760101,-78.33640289,41,5498,100,,366,ASP
KLHZ,23,36.02899933,-78.32420349,221,5498,100,,330,ASP
KLIC,16,39.28110122680664,-103.66699981689453,169.6,4700,60,,5374,CON
KLIC,34,39.26839828491211,-103.66400146484375,349.6,4700,60,,5349,CON
KLIT,04L,34.72249984741211,-92.23799896240234,47,8273,150,297,254,CON
KLIT,22R,34.73820114135742,-92.21800231933594,227,8273,150,,262,CON
KLIT,04R,34.719398498535156,-92.22119903564453,47,8251,150,1050,260,CON
KLIT,22L,34.73500061035156,-92.20130157470703,227,8251,150,,259,CON
KLIT,18,34.73978042602539,-92.23811340332031,182,6224,150,,258,CON
KLIT,36,34.72269058227539,-92.23863983154297,2,6224,150,164,253,CON
KLIU,01,33.91999816894531,-102.38800048828125,17.3,4021,60,,3611,ASP
KLIU,19,33.93050003051758,-102.38500213623047,197.3,4021,60,,3608,ASP
KLIU,13,33.92430114746094,-102.38999938964844,135.6,2513,40,,3616,ASP
KLIU,31,33.91939926147461,-102.38400268554688,315.6,2513,40,,3607,ASP
KLJF,13,45.101200103759766,-94.51239776611328,138.6,4002,100,,1139,ASP
KLJF,31,45.09299850463867,-94.5020980834961,318.6,4002,100,,1139,ASP
KLKP,14,44.27009964,-73.96829987,127.1,4196,60,,1743,ASP
KLKP,32,44.26319885,-73.95549774,307.1,4196,60,,1745,ASP
KLKR,06,34.71860123,-80.86309814,58.5,6004,101,,459,ASP
KLKR,24,34.72719955,-80.84609985,238.5,6004,101,,486,ASP
KLKU,09,38.00899887,-77.97750092,82,4300,100,,469,ASP
KLKU,27,38.01060104,-77.96269989,262,4300,100,,493,ASP
KLKV,17,42.1684,-120.399002,180,5318,100,,4733,ASP
KLKV,35,42.153801,-120.399002,360,5318,100,,4724,ASP
KLLJ,17,44.529202,-114.217003,182,4601,60,,4999,ASP
KLLJ,35,44.516701,-114.218002,2,4601,60,,5072,ASP
KLLN,08,33.56060028076172,-102.375,91.6,2072,55,,,ASP
KLLN,26,33.56039810180664,-102.36799621582031,271.6,2072,55,,3507,ASP
KLLN,17,33.55820083618164,-102.37200164794922,181.6,6110,75,,3505,ASP
KLLN,35,33.54140090942383,-102.37300109863281,1.6,6110,75,,3510,ASP
KLLQ,03,33.63270187,-91.75530243,31.7,5020,75,,268,ASP
KLLQ,21,33.64440155,-91.74669647,211.7,5020,75,,243,ASP
KLLR,11,39.26639938,-123.7610016,128.5,5249,100,193,544,ASP
KLLR,29,39.25749969,-123.7460022,308.5,5249,100,,572,ASP
KLLU,03,37.486099,-94.314201,33,2900,60,,1005,ASP
KLLU,21,37.492901,-94.3088,213,2900,60,,998,ASP
KLMO,11,40.167801,-105.170998,123,4799,75,,5055,CONC-G
